node_title,tensor_shape,shape size,Tensor size,Tensor storage size,input_dim,node_addr,CXL_RD,CXL_WR,Input layer size details
eq_21_272,11x11,121,249,185,,,484,121, getitem_21_271(484)
maskedfill_21_273,1x11x11,484,628,548,,,605,484, mul_21_270(484) eq_21_272(121)
softmax_21_274,1x11x11,484,628,548,,,484,484, maskedfill_21_273(484)
dropout_25_275,1x11x11,484,628,548,,blocks.2.sa.heads.4.dropout,484,484, softmax_21_274(484)
linear_69_276,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.4.value,16896,2112, layernorm_5_217(16896)
matmul_42_277,1x11x48,2112,2256,2176,,blocks.2.sa.heads.4,2596,2112, dropout_25_275(484) linear_69_276(2112)
linear_70_278,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.5.key,16896,2112, layernorm_5_217(16896)
linear_71_279,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.5.query,16896,2112, layernorm_5_217(16896)
transpose_22_280,1x48x11,2112,2256,2176,,,2112,2112, linear_70_278(2112)
matmul_43_281,1x11x11,484,628,548,,,4224,484, linear_71_279(2112) transpose_22_280(2112)
mul_22_282,1x11x11,484,628,548,,,484,484, matmul_43_281(484)
getitem_22_283,11x11,484,612,262208,,,262144,484, buffer_22(262144)
eq_22_284,11x11,121,249,185,,,484,121, getitem_22_283(484)
maskedfill_22_285,1x11x11,484,628,548,,,605,484, mul_22_282(484) eq_22_284(121)
softmax_22_286,1x11x11,484,628,548,,,484,484, maskedfill_22_285(484)
dropout_26_287,1x11x11,484,628,548,,blocks.2.sa.heads.5.dropout,484,484, softmax_22_286(484)
linear_72_288,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.5.value,16896,2112, layernorm_5_217(16896)
matmul_44_289,1x11x48,2112,2256,2176,,blocks.2.sa.heads.5,2596,2112, dropout_26_287(484) linear_72_288(2112)
linear_73_290,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.6.key,16896,2112, layernorm_5_217(16896)
linear_74_291,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.6.query,16896,2112, layernorm_5_217(16896)
transpose_23_292,1x48x11,2112,2256,2176,,,2112,2112, linear_73_290(2112)
matmul_45_293,1x11x11,484,628,548,,,4224,484, linear_74_291(2112) transpose_23_292(2112)
mul_23_294,1x11x11,484,628,548,,,484,484, matmul_45_293(484)
getitem_23_295,11x11,484,612,262208,,,262144,484, buffer_23(262144)
eq_23_296,11x11,121,249,185,,,484,121, getitem_23_295(484)
maskedfill_23_297,1x11x11,484,628,548,,,605,484, mul_23_294(484) eq_23_296(121)
softmax_23_298,1x11x11,484,628,548,,,484,484, maskedfill_23_297(484)
dropout_27_299,1x11x11,484,628,548,,blocks.2.sa.heads.6.dropout,484,484, softmax_23_298(484)
linear_75_300,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.6.value,16896,2112, layernorm_5_217(16896)
matmul_46_301,1x11x48,2112,2256,2176,,blocks.2.sa.heads.6,2596,2112, dropout_27_299(484) linear_75_300(2112)
linear_76_302,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.7.key,16896,2112, layernorm_5_217(16896)
linear_77_303,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.7.query,16896,2112, layernorm_5_217(16896)
transpose_24_304,1x48x11,2112,2256,2176,,,2112,2112, linear_76_302(2112)
matmul_47_305,1x11x11,484,628,548,,,4224,484, linear_77_303(2112) transpose_24_304(2112)
mul_24_306,1x11x11,484,628,548,,,484,484, matmul_47_305(484)
getitem_24_307,11x11,484,612,262208,,,262144,484, buffer_24(262144)
eq_24_308,11x11,121,249,185,,,484,121, getitem_24_307(484)
maskedfill_24_309,1x11x11,484,628,548,,,605,484, mul_24_306(484) eq_24_308(121)
softmax_24_310,1x11x11,484,628,548,,,484,484, maskedfill_24_309(484)
dropout_28_311,1x11x11,484,628,548,,blocks.2.sa.heads.7.dropout,484,484, softmax_24_310(484)
linear_78_312,1x11x48,2112,2256,2176,params: 48x384,blocks.2.sa.heads.7.value,16896,2112, layernorm_5_217(16896)
matmul_48_313,1x11x48,2112,2256,2176,,blocks.2.sa.heads.7,2596,2112, dropout_28_311(484) linear_78_312(2112)
cat_3_314,1x11x384,16896,17040,16960,,,16896,16896, matmul_34_229(2112) matmul_36_241(2112) matmul_38_253(2112) matmul_40_265(2112) matmul_42_277(2112) matmul_44_289(2112) matmul_46_301(2112) matmul_48_313(2112)
linear_79_315,1x11x384,16896,17040,16960,"params: 384x384, x384",blocks.2.sa.proj,16896,16896, cat_3_314(16896)
dropout_29_316,1x11x384,16896,17040,16960,,blocks.2.sa.dropout,16896,16896, linear_79_315(16896)
add_4_317,1x11x384,16896,17040,16960,,,33792,16896, add_3_211:2(16896) dropout_29_316(16896)
layernorm_6_318,1x11x384,16896,17040,16960,"params: x384, x384",blocks.2.ln2,16896,16896, add_4_317:1(16896)
linear_80_319,1x11x1536,67584,67728,67648,"params: 1536x384, x1536",blocks.2.ffwd.net.0,16896,67584, layernorm_6_318(16896)
relu_3_320,1x11x1536,67584,67728,67648,,blocks.2.ffwd.net.1,67584,67584, linear_80_319(67584)
linear_81_321,1x11x384,16896,17040,16960,"params: 384x1536, x384",blocks.2.ffwd.net.2,67584,16896, relu_3_320(67584)
dropout_30_322,1x11x384,16896,17040,16960,,blocks.2.ffwd.net.3,16896,16896, linear_81_321(16896)
add_4_317,1x11x384,16896,17040,16960,,,33792,16896, add_4_317:1(16896) dropout_30_322(16896)
layernorm_7_323,1x11x384,16896,17040,16960,"params: x384, x384",blocks.3.ln1,16896,16896, add_4_317:2(16896)
linear_82_324,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.0.key,16896,2112, layernorm_7_323(16896)
linear_83_325,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.0.query,16896,2112, layernorm_7_323(16896)
transpose_25_326,1x48x11,2112,2256,2176,,,2112,2112, linear_82_324(2112)
matmul_49_327,1x11x11,484,628,548,,,4224,484, linear_83_325(2112) transpose_25_326(2112)
mul_25_328,1x11x11,484,628,548,,,484,484, matmul_49_327(484)
getitem_25_329,11x11,484,612,262208,,,262144,484, buffer_25(262144)
eq_25_330,11x11,121,249,185,,,484,121, getitem_25_329(484)
maskedfill_25_331,1x11x11,484,628,548,,,605,484, mul_25_328(484) eq_25_330(121)
softmax_25_332,1x11x11,484,628,548,,,484,484, maskedfill_25_331(484)
dropout_31_333,1x11x11,484,628,548,,blocks.3.sa.heads.0.dropout,484,484, softmax_25_332(484)
linear_84_334,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.0.value,16896,2112, layernorm_7_323(16896)
matmul_50_335,1x11x48,2112,2256,2176,,blocks.3.sa.heads.0,2596,2112, dropout_31_333(484) linear_84_334(2112)
linear_85_336,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.1.key,16896,2112, layernorm_7_323(16896)
linear_86_337,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.1.query,16896,2112, layernorm_7_323(16896)
transpose_26_338,1x48x11,2112,2256,2176,,,2112,2112, linear_85_336(2112)
matmul_51_339,1x11x11,484,628,548,,,4224,484, linear_86_337(2112) transpose_26_338(2112)
mul_26_340,1x11x11,484,628,548,,,484,484, matmul_51_339(484)
getitem_26_341,11x11,484,612,262208,,,262144,484, buffer_26(262144)
eq_26_342,11x11,121,249,185,,,484,121, getitem_26_341(484)
maskedfill_26_343,1x11x11,484,628,548,,,605,484, mul_26_340(484) eq_26_342(121)
softmax_26_344,1x11x11,484,628,548,,,484,484, maskedfill_26_343(484)
dropout_32_345,1x11x11,484,628,548,,blocks.3.sa.heads.1.dropout,484,484, softmax_26_344(484)
linear_87_346,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.1.value,16896,2112, layernorm_7_323(16896)
matmul_52_347,1x11x48,2112,2256,2176,,blocks.3.sa.heads.1,2596,2112, dropout_32_345(484) linear_87_346(2112)
linear_88_348,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.2.key,16896,2112, layernorm_7_323(16896)
linear_89_349,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.2.query,16896,2112, layernorm_7_323(16896)
transpose_27_350,1x48x11,2112,2256,2176,,,2112,2112, linear_88_348(2112)
matmul_53_351,1x11x11,484,628,548,,,4224,484, linear_89_349(2112) transpose_27_350(2112)
mul_27_352,1x11x11,484,628,548,,,484,484, matmul_53_351(484)
getitem_27_353,11x11,484,612,262208,,,262144,484, buffer_27(262144)
eq_27_354,11x11,121,249,185,,,484,121, getitem_27_353(484)
maskedfill_27_355,1x11x11,484,628,548,,,605,484, mul_27_352(484) eq_27_354(121)
softmax_27_356,1x11x11,484,628,548,,,484,484, maskedfill_27_355(484)
dropout_33_357,1x11x11,484,628,548,,blocks.3.sa.heads.2.dropout,484,484, softmax_27_356(484)
linear_90_358,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.2.value,16896,2112, layernorm_7_323(16896)
matmul_54_359,1x11x48,2112,2256,2176,,blocks.3.sa.heads.2,2596,2112, dropout_33_357(484) linear_90_358(2112)
linear_91_360,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.3.key,16896,2112, layernorm_7_323(16896)
linear_92_361,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.3.query,16896,2112, layernorm_7_323(16896)
transpose_28_362,1x48x11,2112,2256,2176,,,2112,2112, linear_91_360(2112)
matmul_55_363,1x11x11,484,628,548,,,4224,484, linear_92_361(2112) transpose_28_362(2112)
mul_28_364,1x11x11,484,628,548,,,484,484, matmul_55_363(484)
getitem_28_365,11x11,484,612,262208,,,262144,484, buffer_28(262144)
eq_28_366,11x11,121,249,185,,,484,121, getitem_28_365(484)
maskedfill_28_367,1x11x11,484,628,548,,,605,484, mul_28_364(484) eq_28_366(121)
softmax_28_368,1x11x11,484,628,548,,,484,484, maskedfill_28_367(484)
dropout_34_369,1x11x11,484,628,548,,blocks.3.sa.heads.3.dropout,484,484, softmax_28_368(484)
linear_93_370,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.3.value,16896,2112, layernorm_7_323(16896)
matmul_56_371,1x11x48,2112,2256,2176,,blocks.3.sa.heads.3,2596,2112, dropout_34_369(484) linear_93_370(2112)
linear_94_372,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.4.key,16896,2112, layernorm_7_323(16896)
linear_95_373,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.4.query,16896,2112, layernorm_7_323(16896)
transpose_29_374,1x48x11,2112,2256,2176,,,2112,2112, linear_94_372(2112)
matmul_57_375,1x11x11,484,628,548,,,4224,484, linear_95_373(2112) transpose_29_374(2112)
mul_29_376,1x11x11,484,628,548,,,484,484, matmul_57_375(484)
getitem_29_377,11x11,484,612,262208,,,262144,484, buffer_29(262144)
eq_29_378,11x11,121,249,185,,,484,121, getitem_29_377(484)
maskedfill_29_379,1x11x11,484,628,548,,,605,484, mul_29_376(484) eq_29_378(121)
softmax_29_380,1x11x11,484,628,548,,,484,484, maskedfill_29_379(484)
dropout_35_381,1x11x11,484,628,548,,blocks.3.sa.heads.4.dropout,484,484, softmax_29_380(484)
linear_96_382,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.4.value,16896,2112, layernorm_7_323(16896)
matmul_58_383,1x11x48,2112,2256,2176,,blocks.3.sa.heads.4,2596,2112, dropout_35_381(484) linear_96_382(2112)
linear_97_384,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.5.key,16896,2112, layernorm_7_323(16896)
linear_98_385,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.5.query,16896,2112, layernorm_7_323(16896)
transpose_30_386,1x48x11,2112,2256,2176,,,2112,2112, linear_97_384(2112)
matmul_59_387,1x11x11,484,628,548,,,4224,484, linear_98_385(2112) transpose_30_386(2112)
mul_30_388,1x11x11,484,628,548,,,484,484, matmul_59_387(484)
getitem_30_389,11x11,484,612,262208,,,262144,484, buffer_30(262144)
eq_30_390,11x11,121,249,185,,,484,121, getitem_30_389(484)
maskedfill_30_391,1x11x11,484,628,548,,,605,484, mul_30_388(484) eq_30_390(121)
softmax_30_392,1x11x11,484,628,548,,,484,484, maskedfill_30_391(484)
dropout_36_393,1x11x11,484,628,548,,blocks.3.sa.heads.5.dropout,484,484, softmax_30_392(484)
linear_99_394,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.5.value,16896,2112, layernorm_7_323(16896)
matmul_60_395,1x11x48,2112,2256,2176,,blocks.3.sa.heads.5,2596,2112, dropout_36_393(484) linear_99_394(2112)
linear_100_396,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.6.key,16896,2112, layernorm_7_323(16896)
linear_101_397,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.6.query,16896,2112, layernorm_7_323(16896)
transpose_31_398,1x48x11,2112,2256,2176,,,2112,2112, linear_100_396(2112)
matmul_61_399,1x11x11,484,628,548,,,4224,484, linear_101_397(2112) transpose_31_398(2112)
mul_31_400,1x11x11,484,628,548,,,484,484, matmul_61_399(484)
getitem_31_401,11x11,484,612,262208,,,262144,484, buffer_31(262144)
eq_31_402,11x11,121,249,185,,,484,121, getitem_31_401(484)
maskedfill_31_403,1x11x11,484,628,548,,,605,484, mul_31_400(484) eq_31_402(121)
softmax_31_404,1x11x11,484,628,548,,,484,484, maskedfill_31_403(484)
dropout_37_405,1x11x11,484,628,548,,blocks.3.sa.heads.6.dropout,484,484, softmax_31_404(484)
linear_102_406,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.6.value,16896,2112, layernorm_7_323(16896)
matmul_62_407,1x11x48,2112,2256,2176,,blocks.3.sa.heads.6,2596,2112, dropout_37_405(484) linear_102_406(2112)
linear_103_408,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.7.key,16896,2112, layernorm_7_323(16896)
linear_104_409,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.7.query,16896,2112, layernorm_7_323(16896)
transpose_32_410,1x48x11,2112,2256,2176,,,2112,2112, linear_103_408(2112)
matmul_63_411,1x11x11,484,628,548,,,4224,484, linear_104_409(2112) transpose_32_410(2112)
mul_32_412,1x11x11,484,628,548,,,484,484, matmul_63_411(484)
getitem_32_413,11x11,484,612,262208,,,262144,484, buffer_32(262144)
eq_32_414,11x11,121,249,185,,,484,121, getitem_32_413(484)
maskedfill_32_415,1x11x11,484,628,548,,,605,484, mul_32_412(484) eq_32_414(121)
softmax_32_416,1x11x11,484,628,548,,,484,484, maskedfill_32_415(484)
dropout_38_417,1x11x11,484,628,548,,blocks.3.sa.heads.7.dropout,484,484, softmax_32_416(484)
linear_105_418,1x11x48,2112,2256,2176,params: 48x384,blocks.3.sa.heads.7.value,16896,2112, layernorm_7_323(16896)
matmul_64_419,1x11x48,2112,2256,2176,,blocks.3.sa.heads.7,2596,2112, dropout_38_417(484) linear_105_418(2112)
cat_4_420,1x11x384,16896,17040,16960,,,16896,16896, matmul_50_335(2112) matmul_52_347(2112) matmul_54_359(2112) matmul_56_371(2112) matmul_58_383(2112) matmul_60_395(2112) matmul_62_407(2112) matmul_64_419(2112)
linear_106_421,1x11x384,16896,17040,16960,"params: 384x384, x384",blocks.3.sa.proj,16896,16896, cat_4_420(16896)
dropout_39_422,1x11x384,16896,17040,16960,,blocks.3.sa.dropout,16896,16896, linear_106_421(16896)
add_5_423,1x11x384,16896,17040,16960,,,33792,16896, add_4_317:2(16896) dropout_39_422(16896)
layernorm_8_424,1x11x384,16896,17040,16960,"params: x384, x384",blocks.3.ln2,16896,16896, add_5_423:1(16896)
linear_107_425,1x11x1536,67584,67728,67648,"params: 1536x384, x1536",blocks.3.ffwd.net.0,16896,67584, layernorm_8_424(16896)
relu_4_426,1x11x1536,67584,67728,67648,,blocks.3.ffwd.net.1,67584,67584, linear_107_425(67584)
linear_108_427,1x11x384,16896,17040,16960,"params: 384x1536, x384",blocks.3.ffwd.net.2,67584,16896, relu_4_426(67584)
dropout_40_428,1x11x384,16896,17040,16960,,blocks.3.ffwd.net.3,16896,16896, linear_108_427(16896)
add_5_423,1x11x384,16896,17040,16960,,,33792,16896, add_5_423:1(16896) dropout_40_428(16896)
layernorm_9_429,1x11x384,16896,17040,16960,"params: x384, x384",blocks.4.ln1,16896,16896, add_5_423:2(16896)
linear_109_430,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.key,16896,2112, layernorm_9_429(16896)
linear_110_431,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.query,16896,2112, layernorm_9_429(16896)
transpose_33_432,1x48x11,2112,2256,2176,,,2112,2112, linear_109_430(2112)
matmul_65_433,1x11x11,484,628,548,,,4224,484, linear_110_431(2112) transpose_33_432(2112)
mul_33_434,1x11x11,484,628,548,,,484,484, matmul_65_433(484)
getitem_33_435,11x11,484,612,262208,,,262144,484, buffer_33(262144)
eq_33_436,11x11,121,249,185,,,484,121, getitem_33_435(484)
maskedfill_33_437,1x11x11,484,628,548,,,605,484, mul_33_434(484) eq_33_436(121)
softmax_33_438,1x11x11,484,628,548,,,484,484, maskedfill_33_437(484)
dropout_41_439,1x11x11,484,628,548,,blocks.4.sa.heads.0.dropout,484,484, softmax_33_438(484)
linear_111_440,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.0.value,16896,2112, layernorm_9_429(16896)
matmul_66_441,1x11x48,2112,2256,2176,,blocks.4.sa.heads.0,2596,2112, dropout_41_439(484) linear_111_440(2112)
linear_112_442,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.key,16896,2112, layernorm_9_429(16896)
linear_113_443,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.query,16896,2112, layernorm_9_429(16896)
transpose_34_444,1x48x11,2112,2256,2176,,,2112,2112, linear_112_442(2112)
matmul_67_445,1x11x11,484,628,548,,,4224,484, linear_113_443(2112) transpose_34_444(2112)
mul_34_446,1x11x11,484,628,548,,,484,484, matmul_67_445(484)
getitem_34_447,11x11,484,612,262208,,,262144,484, buffer_34(262144)
eq_34_448,11x11,121,249,185,,,484,121, getitem_34_447(484)
maskedfill_34_449,1x11x11,484,628,548,,,605,484, mul_34_446(484) eq_34_448(121)
softmax_34_450,1x11x11,484,628,548,,,484,484, maskedfill_34_449(484)
dropout_42_451,1x11x11,484,628,548,,blocks.4.sa.heads.1.dropout,484,484, softmax_34_450(484)
linear_114_452,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.1.value,16896,2112, layernorm_9_429(16896)
matmul_68_453,1x11x48,2112,2256,2176,,blocks.4.sa.heads.1,2596,2112, dropout_42_451(484) linear_114_452(2112)
linear_115_454,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.key,16896,2112, layernorm_9_429(16896)
linear_116_455,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.query,16896,2112, layernorm_9_429(16896)
transpose_35_456,1x48x11,2112,2256,2176,,,2112,2112, linear_115_454(2112)
matmul_69_457,1x11x11,484,628,548,,,4224,484, linear_116_455(2112) transpose_35_456(2112)
mul_35_458,1x11x11,484,628,548,,,484,484, matmul_69_457(484)
getitem_35_459,11x11,484,612,262208,,,262144,484, buffer_35(262144)
eq_35_460,11x11,121,249,185,,,484,121, getitem_35_459(484)
maskedfill_35_461,1x11x11,484,628,548,,,605,484, mul_35_458(484) eq_35_460(121)
softmax_35_462,1x11x11,484,628,548,,,484,484, maskedfill_35_461(484)
dropout_43_463,1x11x11,484,628,548,,blocks.4.sa.heads.2.dropout,484,484, softmax_35_462(484)
linear_117_464,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.2.value,16896,2112, layernorm_9_429(16896)
matmul_70_465,1x11x48,2112,2256,2176,,blocks.4.sa.heads.2,2596,2112, dropout_43_463(484) linear_117_464(2112)
linear_118_466,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.key,16896,2112, layernorm_9_429(16896)
linear_119_467,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.query,16896,2112, layernorm_9_429(16896)
transpose_36_468,1x48x11,2112,2256,2176,,,2112,2112, linear_118_466(2112)
matmul_71_469,1x11x11,484,628,548,,,4224,484, linear_119_467(2112) transpose_36_468(2112)
mul_36_470,1x11x11,484,628,548,,,484,484, matmul_71_469(484)
getitem_36_471,11x11,484,612,262208,,,262144,484, buffer_36(262144)
eq_36_472,11x11,121,249,185,,,484,121, getitem_36_471(484)
maskedfill_36_473,1x11x11,484,628,548,,,605,484, mul_36_470(484) eq_36_472(121)
softmax_36_474,1x11x11,484,628,548,,,484,484, maskedfill_36_473(484)
dropout_44_475,1x11x11,484,628,548,,blocks.4.sa.heads.3.dropout,484,484, softmax_36_474(484)
linear_120_476,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.3.value,16896,2112, layernorm_9_429(16896)
matmul_72_477,1x11x48,2112,2256,2176,,blocks.4.sa.heads.3,2596,2112, dropout_44_475(484) linear_120_476(2112)
linear_121_478,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.key,16896,2112, layernorm_9_429(16896)
linear_122_479,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.query,16896,2112, layernorm_9_429(16896)
transpose_37_480,1x48x11,2112,2256,2176,,,2112,2112, linear_121_478(2112)
matmul_73_481,1x11x11,484,628,548,,,4224,484, linear_122_479(2112) transpose_37_480(2112)
mul_37_482,1x11x11,484,628,548,,,484,484, matmul_73_481(484)
getitem_37_483,11x11,484,612,262208,,,262144,484, buffer_37(262144)
eq_37_484,11x11,121,249,185,,,484,121, getitem_37_483(484)
maskedfill_37_485,1x11x11,484,628,548,,,605,484, mul_37_482(484) eq_37_484(121)
softmax_37_486,1x11x11,484,628,548,,,484,484, maskedfill_37_485(484)
dropout_45_487,1x11x11,484,628,548,,blocks.4.sa.heads.4.dropout,484,484, softmax_37_486(484)
linear_123_488,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.4.value,16896,2112, layernorm_9_429(16896)
matmul_74_489,1x11x48,2112,2256,2176,,blocks.4.sa.heads.4,2596,2112, dropout_45_487(484) linear_123_488(2112)
linear_124_490,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.key,16896,2112, layernorm_9_429(16896)
linear_125_491,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.query,16896,2112, layernorm_9_429(16896)
transpose_38_492,1x48x11,2112,2256,2176,,,2112,2112, linear_124_490(2112)
matmul_75_493,1x11x11,484,628,548,,,4224,484, linear_125_491(2112) transpose_38_492(2112)
mul_38_494,1x11x11,484,628,548,,,484,484, matmul_75_493(484)
getitem_38_495,11x11,484,612,262208,,,262144,484, buffer_38(262144)
eq_38_496,11x11,121,249,185,,,484,121, getitem_38_495(484)
maskedfill_38_497,1x11x11,484,628,548,,,605,484, mul_38_494(484) eq_38_496(121)
softmax_38_498,1x11x11,484,628,548,,,484,484, maskedfill_38_497(484)
dropout_46_499,1x11x11,484,628,548,,blocks.4.sa.heads.5.dropout,484,484, softmax_38_498(484)
linear_126_500,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.5.value,16896,2112, layernorm_9_429(16896)
matmul_76_501,1x11x48,2112,2256,2176,,blocks.4.sa.heads.5,2596,2112, dropout_46_499(484) linear_126_500(2112)
linear_127_502,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.key,16896,2112, layernorm_9_429(16896)
linear_128_503,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.query,16896,2112, layernorm_9_429(16896)
transpose_39_504,1x48x11,2112,2256,2176,,,2112,2112, linear_127_502(2112)
matmul_77_505,1x11x11,484,628,548,,,4224,484, linear_128_503(2112) transpose_39_504(2112)
mul_39_506,1x11x11,484,628,548,,,484,484, matmul_77_505(484)
getitem_39_507,11x11,484,612,262208,,,262144,484, buffer_39(262144)
eq_39_508,11x11,121,249,185,,,484,121, getitem_39_507(484)
maskedfill_39_509,1x11x11,484,628,548,,,605,484, mul_39_506(484) eq_39_508(121)
softmax_39_510,1x11x11,484,628,548,,,484,484, maskedfill_39_509(484)
dropout_47_511,1x11x11,484,628,548,,blocks.4.sa.heads.6.dropout,484,484, softmax_39_510(484)
linear_129_512,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.6.value,16896,2112, layernorm_9_429(16896)
matmul_78_513,1x11x48,2112,2256,2176,,blocks.4.sa.heads.6,2596,2112, dropout_47_511(484) linear_129_512(2112)
linear_130_514,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.key,16896,2112, layernorm_9_429(16896)
linear_131_515,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.query,16896,2112, layernorm_9_429(16896)
transpose_40_516,1x48x11,2112,2256,2176,,,2112,2112, linear_130_514(2112)
matmul_79_517,1x11x11,484,628,548,,,4224,484, linear_131_515(2112) transpose_40_516(2112)
mul_40_518,1x11x11,484,628,548,,,484,484, matmul_79_517(484)
getitem_40_519,11x11,484,612,262208,,,262144,484, buffer_40(262144)
eq_40_520,11x11,121,249,185,,,484,121, getitem_40_519(484)
maskedfill_40_521,1x11x11,484,628,548,,,605,484, mul_40_518(484) eq_40_520(121)
softmax_40_522,1x11x11,484,628,548,,,484,484, maskedfill_40_521(484)
dropout_48_523,1x11x11,484,628,548,,blocks.4.sa.heads.7.dropout,484,484, softmax_40_522(484)
linear_132_524,1x11x48,2112,2256,2176,params: 48x384,blocks.4.sa.heads.7.value,16896,2112, layernorm_9_429(16896)
matmul_80_525,1x11x48,2112,2256,2176,,blocks.4.sa.heads.7,2596,2112, dropout_48_523(484) linear_132_524(2112)
cat_5_526,1x11x384,16896,17040,16960,,,16896,16896, matmul_66_441(2112) matmul_68_453(2112) matmul_70_465(2112) matmul_72_477(2112) matmul_74_489(2112) matmul_76_501(2112) matmul_78_513(2112) matmul_80_525(2112)
linear_133_527,1x11x384,16896,17040,16960,"params: 384x384, x384",blocks.4.sa.proj,16896,16896, cat_5_526(16896)
dropout_49_528,1x11x384,16896,17040,16960,,blocks.4.sa.dropout,16896,16896, linear_133_527(16896)
add_6_529,1x11x384,16896,17040,16960,,,33792,16896, add_5_423:2(16896) dropout_49_528(16896)
layernorm_10_530,1x11x384,16896,17040,16960,"params: x384, x384",blocks.4.ln2,16896,16896, add_6_529:1(16896)
linear_134_531,1x11x1536,67584,67728,67648,"params: 1536x384, x1536",blocks.4.ffwd.net.0,16896,67584, layernorm_10_530(16896)
relu_5_532,1x11x1536,67584,67728,67648,,blocks.4.ffwd.net.1,67584,67584, linear_134_531(67584)
linear_135_533,1x11x384,16896,17040,16960,"params: 384x1536, x384",blocks.4.ffwd.net.2,67584,16896, relu_5_532(67584)
dropout_50_534,1x11x384,16896,17040,16960,,blocks.4.ffwd.net.3,16896,16896, linear_135_533(16896)
add_6_529,1x11x384,16896,17040,16960,,,33792,16896, add_6_529:1(16896) dropout_50_534(16896)
layernorm_11_535,1x11x384,16896,17040,16960,"params: x384, x384",blocks.5.ln1,16896,16896, add_6_529:2(16896)
linear_136_536,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.0.key,16896,2112, layernorm_11_535(16896)
linear_137_537,1x11x48,2112,2256,2176,params: 48x384,blocks.5.sa.heads.0.query,16896,2112, layernorm_11_535(16896)
transpose_41_538,1x48x11,2112,2256,2176,,,2112,2112, linear_136_536(2112)
matmul_81_539,1x11x11,484,628,548,,,4224,484, linear_137_537(2112) transpose_41_538(2112)
